,"Date","Num","P. O. #","Name","Source Name","Memo","Deliv Date","Qty","Rcv'd","Backordered","Amount","Item","Open Balance","Inventory Site"
,"08/19/2025","POD-251181","SO-20251176","Uber Technologies, Inc.","Neousys Technology Incorp.","*M.280-SSD-1TB-PCIe44-TLC5WT-TD  M.2 SSD 1TB, Key M 2280, TLC, NVMe PCIe Gen 4x4, -40°C~+85°C. I...","09/17/2025",20,0,20,3180.00,"Storage:M.280-SSD-1TB-PCIe44-TLC5WT-TD",3180.00,"WH01S-NTA"
,"08/19/2025","POD-251182","SO-20251177","Uber Technologies, Inc.","Neousys Technology Incorp.","*M.280-SSD-1TB-PCIe44-TLC5WT-TD  M.2 SSD 1TB, Key M 2280, TLC, NVMe PCIe Gen 4x4, -40°C~+85°C. I...","09/24/2025",20,0,20,3180.00,"Storage:M.280-SSD-1TB-PCIe44-TLC5WT-TD",3180.00,"WH01S-NTA"
,"08/19/2025","POD-251183","SO-20251178","Uber Technologies, Inc.","Neousys Technology Incorp.","*M.280-SSD-1TB-PCIe44-TLC5WT-TD  M.2 SSD 1TB, Key M 2280, TLC, NVMe PCIe Gen 4x4, -40°C~+85°C. I...","09/17/2025",25,0,25,3975.00,"Storage:M.280-SSD-1TB-PCIe44-TLC5WT-TD",3975.00,"WH01S-NTA"
,"08/19/2025","POD-251184","SO-20251179","Uber Technologies, Inc.","Neousys Technology Incorp.","*M.280-SSD-1TB-PCIe44-TLC5WT-TD  M.2 SSD 1TB, Key M 2280, TLC, NVMe PCIe Gen 4x4, -40°C~+85°C. I...","09/24/2025",20,0,20,3180.00,"Storage:M.280-SSD-1TB-PCIe44-TLC5WT-TD",3180.00,"WH01S-NTA"
,"09/01/2025","POD-251251","SO-20251236","US Army Corps of Engineers, ERDC-IEI","Neousys Technology Incorp.","*M.280-SSD-1TB-PCIe44-TLC5WT-TD  M.2 SSD 1TB, Key M 2280, TLC, NVMe PCIe Gen 4x4, -40°C~+85°C. I...","09/17/2025",2,0,2,318.00,"Storage:M.280-SSD-1TB-PCIe44-TLC5WT-TD",318.00,"WH01S-NTA"
"Total M.280-SSD-1TB-PCIe44-TLC5WT-TD",,,,,,,,107,0,107,17013.00,,17013.00,
"M.280-SSD-1TB-SATA-TLC5WT-TD",,,,,,,,,,,,,,
,"09/26/2025","POD-251373","SO-20251357","Neousys Technology Incorp.","Neousys Technology Incorp.","*M.280-SSD-1TB-SATA-TLC5WT-TD  M.2 SSD 1TB, Key B+M 2280, TLC, SATA III, -40°C~+85°C, Transcend....","10/16/2025",4,0,4,576.00,"Storage:M.280-SSD-1TB-SATA-TLC5WT-TD",576.00,"WH01S-NTA"
,"09/30/2025","POD-251378","SO-20251367","Maritime Applied Physics Corporation","Neousys Technology Incorp.","*M.280-SSD-1TB-SATA-TLC5WT-TD  M.2 SSD 1TB, Key B+M 2280, TLC, SATA III, -40°C~+85°C. Industrial...","10/15/2025",10,0,10,1440.00,"Storage:M.280-SSD-1TB-SATA-TLC5WT-TD",1440.00,"WH01S-NTA"
,"09/30/2025","POD-251379","SO-20251368","Maritime Applied Physics Corporation","Neousys Technology Incorp.","*M.280-SSD-1TB-SATA-TLC5WT-TD  M.2 SSD 1TB, Key B+M 2280, TLC, SATA III, -40°C~+85°C. Industrial...","10/15/2025",30,0,30,4320.00,"Storage:M.280-SSD-1TB-SATA-TLC5WT-TD",4320.00,"WH01S-NTA"
"Total M.280-SSD-1TB-SATA-TLC5WT-TD",,,,,,,,44,0,44,6336.00,,6336.00,
"M.280-SSD-1TB-SATA-TLCWT-IK",,,,,,,,,,,,,,
,"09/17/2025","POD-251333","SO-20251311","The Alliance","Neousys Technology Incorp.","M.280-SSD-1TB-SATA-TLCWT-IK  1TB M.2 SATA SSD TLC, -40°C ~ +85°C. Industrial computer accessory.","10/01/2025",9,0,9,4086.00,"Storage:M.280-SSD-1TB-SATA-TLCWT-IK",4086.00,"WH01S-NTA"
"Total M.280-SSD-1TB-SATA-TLCWT-IK",,,,,,,,9,0,9,4086.00,,4086.00,
"M.280-SSD-256GB-PCIe44-TLC5-PN",,,,,,,,,,,,,,
,"07/25/2025","POD-251062","SO-20251044","Cognex Corporation","Neousys Technology Incorp.","M.280-SSD-256GB-PCIe44-TLC5-PN  M.2 SSD 256GB, Key M 2280, TLC, NVMe PCIe Gen 4x4, 0°C~+70°C, Ph...","12/24/2025",5,0,5,195.00,"Storage:M.280-SSD-256GB-PCIe44-TLC5-PN",195.00,"WH01S-NTA"
,"07/25/2025","POD-251062","SO-20251044","Cognex Corporation","Neousys Technology Incorp.","M.280-SSD-256GB-PCIe44-TLC5-PN  M.2 SSD 256GB, Key M 2280, TLC, NVMe PCIe Gen 4x4, 0°C~+70°C, Ph...","12/24/2025",5,0,5,195.00,"Storage:M.280-SSD-256GB-PCIe44-TLC5-PN",195.00,"WH01S-NTA"
"Total M.280-SSD-256GB-PCIe44-TLC5-PN",,,,,,,,10,0,10,390.00,,390.00,
"M.280-SSD-256GB-PCIe44-TLC5WT-T",,,,,,,,,,,,,,
,"08/15/2025","POD-251164","SO-20251167","Dexterity, Inc.","Neousys Technology Incorp.","*M.280-SSD-256GB-PCIe44-TLC5WT-TD  M.2 SSD 256GB, Key M 2280, TLC, NVMe PCIe Gen 4x4, -40°C~+85°...","10/01/2025",1,0,1,59.00,"Storage:M.280-SSD-256GB-PCIe44-TLC5WT-T",59.00,"WH01S-NTA"
,"09/15/2025","POD-251322",,"Neousys Technology Incorp.","Neousys Technology Incorp.","*M.280-SSD-256GB-PCIe44-TLC5WT-TD  M.2 SSD 256GB, Key M 2280, TLC, NVMe PCIe Gen 4x4, -40°C~+85°...","09/24/2025",26,0,26,1534.00,"Storage:M.280-SSD-256GB-PCIe44-TLC5WT-T",1534.00,"WH01S-NTA"
"Total M.280-SSD-256GB-PCIe44-TLC5WT-T",,,,,,,,27,0,27,1593.00,,1593.00,
"M.280-SSD-256GB-SATA-TLC5-PN",,,,,,,,,,,,,,
,"09/18/2025","POD-251340",,"Neousys Technology Incorp.","Neousys Technology Incorp.","M.280-SSD-256GB-SATA-TLC5-PN  M.2 SSD 256GB, Key B+M 2280, TLC,  SATA III,0°C~+70°C, Phison.  MP...","10/15/2025",6,0,6,222.00,"Storage:M.280-SSD-256GB-SATA-TLC5-PN",222.00,"WH01S-NTA"
"Total M.280-SSD-256GB-SATA-TLC5-PN",,,,,,,,6,0,6,222.00,,222.00,
"M.280-SSD-256GB-SATA-TLC5WT-TD",,,,,,,,,,,,,,
,"09/26/2025","POD-251371",,"Neousys Technology Incorp.","Neousys Technology Incorp.","*M.280-SSD-256GB-SATA-TLC5WT-TD  M.2 SSD 256GB, Key B+M 2280, TLC, SATA III, -40°C~+85°C, Transc...","10/16/2025",5,0,5,245.00,"Storage:M.280-SSD-256GB-SATA-TLC5WT-TD",245.00,"WH01S-NTA"
"Total M.280-SSD-256GB-SATA-TLC5WT-TD",,,,,,,,5,0,5,245.00,,245.00,
"M.280-SSD-2TB-PCIe44-TLC5ET-TD",,,,,,,,,,,,,,
,"08/06/2025","POD-251122","SO-20251113","Applied Intuition, Inc.","Neousys Technology Incorp.","*M.280-SSD-2TB-PCIe44-TLC5ET-TD  M.2 SSD 2TB, Key M 2280, TLC, NVMe PCIe Gen 4x4, -20°C~+75°C, T...","10/08/2025",10,0,10,2310.00,"Storage:M.280-SSD-2TB-PCIe44-TLC5ET-TD",2310.00,"WH01S-NTA"
,"08/06/2025","POD-251123","SO-20251113","Applied Intuition, Inc.","Neousys Technology Incorp.","*M.280-SSD-2TB-PCIe44-TLC5ET-TD  M.2 SSD 2TB, Key M 2280, TLC, NVMe PCIe Gen 4x4, -20°C~+75°C, T...","10/15/2025",15,0,15,3465.00,"Storage:M.280-SSD-2TB-PCIe44-TLC5ET-TD",3465.00,"WH01S-NTA"
,"09/15/2025","POD-251322",,"Neousys Technology Incorp.","Neousys Technology Incorp.","*M.280-SSD-2TB-PCIe44-TLC5ET-TD  M.2 SSD 2TB, Key M 2280, TLC, NVMe PCIe Gen 4x4, -20°C~+75°C, T...","09/24/2025",2,0,2,462.00,"Storage:M.280-SSD-2TB-PCIe44-TLC5ET-TD",462.00,"WH01S-NTA"
,"10/01/2025","POD-251396","SO-20251390","Navico Group Americas LLC","Neousys Technology Incorp.","*M.280-SSD-2TB-PCIe44-TLC5ET-TD  M.2 SSD 2TB, Key M 2280, TLC, NVMe PCIe Gen 4x4, -20°C~+75°C, T...","10/29/2025",1,0,1,231.00,"Storage:M.280-SSD-2TB-PCIe44-TLC5ET-TD",231.00,"WH01S-NTA"
"Total M.280-SSD-2TB-PCIe44-TLC5ET-TD",,,,,,,,28,0,28,6468.00,,6468.00,
"M.280-SSD-2TB-PCIe44-TLC5WT-TD",,,,,,,,,,,,,,
,"08/28/2025","POD-251229","SO-20251228","Neousys Technology Incorp.","Neousys Technology Incorp.","*M.280-SSD-2TB-PCIe44-TLC5WT-TD  M.2 SSD 2TB, Key M 2280, TLC, NVMe PCIe Gen 4x4, -40°C~+85°C, T...","09/12/2025",3,0,3,798.00,"Storage:M.280-SSD-2TB-PCIe44-TLC5WT-TD",798.00,"WH02D-NTA"
,"08/29/2025","POD-251238","SO-20251222","Scout AI Inc","Neousys Technology Incorp.","*M.280-SSD-2TB-PCIe44-TLC5WT-TD  M.2 SSD 2TB, Key M 2280, TLC, NVMe PCIe Gen 4x4, -40°C~+85°C. I...","09/17/2025",7,0,7,1862.00,"Storage:M.280-SSD-2TB-PCIe44-TLC5WT-TD",1862.00,"WH01S-NTA"
,"08/29/2025","POD-251238","SO-20251222","Scout AI Inc","Neousys Technology Incorp.","*M.280-SSD-2TB-PCIe44-TLC5WT-TD  M.2 SSD 2TB, Key M 2280, TLC, NVMe PCIe Gen 4x4, -40°C~+85°C. I...","09/17/2025",9,0,9,2394.00,"Storage:M.280-SSD-2TB-PCIe44-TLC5WT-TD",2394.00,"WH01S-NTA"
,"09/08/2025","POD-251286","SO-20251153","AIM Intelligent Machines","Neousys Technology Incorp.","*M.280-SSD-2TB-PCIe44-TLC5WT-TD  M.2 SSD 2TB, Key M 2280, TLC, NVMe PCIe Gen 4x4, -40°C~+85°C, T...","10/01/2025",7,0,7,1862.00,"Storage:M.280-SSD-2TB-PCIe44-TLC5WT-TD",1862.00,"WH01S-NTA"
,"09/15/2025","POD-251322",,"Neousys Technology Incorp.","Neousys Technology Incorp.","*M.280-SSD-2TB-PCIe44-TLC5WT-TD  M.2 SSD 2TB, Key M 2280, TLC, NVMe PCIe Gen 4x4, -40°C~+85°C, T...","09/24/2025",6,0,6,1596.00,"Storage:M.280-SSD-2TB-PCIe44-TLC5WT-TD",1596.00,"WH01S-NTA"
,"10/01/2025","POD-251395","SO-20251385","Scout AI Inc","Neousys Technology Incorp.","*M.280-SSD-2TB-PCIe44-TLC5WT-TD  M.2 SSD 2TB, Key M 2280, TLC, NVMe PCIe Gen 4x4, -40°C~+85°C. I...","10/22/2025",8,0,8,2128.00,"Storage:M.280-SSD-2TB-PCIe44-TLC5WT-TD",2128.00,"WH01S-NTA"
"Total M.280-SSD-2TB-PCIe44-TLC5WT-TD",,,,,,,,40,0,40,10640.00,,10640.00,
"M.280-SSD-4TB-PCIe4-TLCWT5-IK",,,,,,,,,,,,,,
,"09/25/2025","POD-251369","SO-20251348","FEV North America Inc.","Neousys Technology Incorp.","M.280-SSD-4TB-PCIe4-TLCWT5-IK  M.2 SSD 4TB, Key B+M 2280, TLC, -40°C~+85°C, BICS5, NVMe PCIe Gen...","10/22/2025",1,0,1,618.00,"Storage:M.280-SSD-4TB-PCIe4-TLCWT5-IK",618.00,"WH01S-NTA"
"Total M.280-SSD-4TB-PCIe4-TLCWT5-IK",,,,,,,,1,0,1,618.00,,618.00,
"M.280-SSD-4TB-PCIe4-TLCWT5NH-IK",,,,,,,,,,,,,,
,"09/04/2025","POD-251261","SO-20251248","Carnegie Robotics LLC","Neousys Technology Incorp.","M.280-SSD-4TB-PCIe4-TLCWT5-NH-IK  M.2 SSD 4TB, Key M 2280, TLC, -40°C~+85°C, BICS5, NVMe PCIe Ge...","10/08/2025",3,0,3,2118.00,"Storage:M.280-SSD-4TB-PCIe4-TLCWT5NH-IK",2118.00,"WH01S-NTA"
"Total M.280-SSD-4TB-PCIe4-TLCWT5NH-IK",,,,,,,,3,0,3,2118.00,,2118.00,
"M.280-SSD-512GB-PCIe44-TLC5-PN",,,,,,,,,,,,,,
,"09/08/2025","POD-251275","SO-20251253","Neousys Technology Incorp.","Neousys Technology Incorp.","M.280-SSD-512GB-PCIe44-TLC5-PN  M.2 SSD 512GB, Key M 2280, TLC, NVMe PCIe Gen 4x4, 0°C~+70°C, Ph...","10/01/2025",8,6,2,520.00,"Storage:M.280-SSD-512GB-PCIe44-TLC5-PN",130.00,"WH01S-NTA"
,"09/15/2025","POD-251317",,"Neousys Technology Incorp.","Neousys Technology Incorp.","M.280-SSD-512GB-PCIe44-TLC5-PN  M.2 SSD 512GB, Key M 2280, TLC, NVMe PCIe Gen 4x4, 0°C~+70°C, Ph...","09/24/2025",5,0,5,325.00,"Storage:M.280-SSD-512GB-PCIe44-TLC5-PN",325.00,"WH01S-NTA"
,"09/15/2025","POD-251322",,"Neousys Technology Incorp.","Neousys Technology Incorp.","M.280-SSD-512GB-PCIe44-TLC5-PN  M.2 SSD 512GB, Key M 2280, TLC, NVMe PCIe Gen 4x4, 0°C~+70°C, Ph...","09/24/2025",2,0,2,130.00,"Storage:M.280-SSD-512GB-PCIe44-TLC5-PN",130.00,"WH01S-NTA"
,"09/22/2025","POD-251352","SO-20251333","Neousys Technology Incorp.","Neousys Technology Incorp.","M.280-SSD-512GB-PCIe44-TLC5-PN  M.2 SSD 512GB, Key M 2280, TLC, NVMe PCIe Gen 4x4, 0°C~+70°C, Ph...","10/08/2025",5,0,5,325.00,"Storage:M.280-SSD-512GB-PCIe44-TLC5-PN",325.00,"WH01S-NTA"
"Total M.280-SSD-512GB-PCIe44-TLC5-PN",,,,,,,,20,6,14,1300.00,,910.00,
"M.280-SSD-512GB-PCIe44-TLC5WT-T",,,,,,,,,,,,,,
,"09/18/2025","POD-251342","SO-20251327","CoastIPC, Inc.","Neousys Technology Incorp.","*M.280-SSD-512GB-PCIe44-TLC5WT-TD  M.2 SSD 512GB, Key M 2280, TLC, NVMe PCIe Gen 4x4, -40°C~+85°...","10/03/2025",1,0,1,92.00,"Storage:M.280-SSD-512GB-PCIe44-TLC5WT-T",92.00,"Drop Ship"
"Total M.280-SSD-512GB-PCIe44-TLC5WT-T",,,,,,,,1,0,1,92.00,,92.00,
"mSATA-512GB-TLCWT-IK",,,,,,,,,,,,,,
,"08/26/2025","POD-251217","SO-20251205","Neousys Technology Incorp.","Neousys Technology Incorp.","mSATA-512GB-TLCWT-IK  mSATA TLC 512GB SSD, -40 to 85°C.  MPN Innodisk DGMSR-C12M71EW1QF","10/01/2025",6,0,6,1134.00,"Storage:mSATA-512GB-TLCWT-IK",1134.00,"WH01S-NTA"
"Total mSATA-512GB-TLCWT-IK",,,,,,,,6,0,6,1134.00,,1134.00,
"mSATAHS-64GB-MLCWT-IK",,,,,,,,,,,,,,
,"07/25/2025","POD-251059","SO-20251032","Automated Environments","Neousys Technology Incorp.","mSATAHS-64GB-MLCWT-IK  mSATA MLC 64GB SSD, Half Size, 3ME4, -40 ~ 85°C.  MPN: Innodisk DEMSM-64G...","10/22/2025",25,0,25,1975.00,"Storage:mSATAHS-64GB-MLCWT-IK",1975.00,"WH01S-NTA"
,"07/25/2025","POD-251060",,"Automated Environments","Neousys Technology Incorp.","mSATAHS-64GB-MLCWT-IK  mSATA MLC 64GB SSD, Half Size, 3ME4, -40 ~ 85°C.  MPN: Innodisk DEMSM-64G...","11/19/2025",25,0,25,1975.00,"Storage:mSATAHS-64GB-MLCWT-IK",1975.00,"WH01S-NTA"
"Total mSATAHS-64GB-MLCWT-IK",,,,,,,,50,0,50,3950.00,,3950.00,
"SSD-1TB-TLC5ET-TD",,,,,,,,,,,,,,
,"09/22/2025","POD-251351",,"Neousys Technology Incorp.","Neousys Technology Incorp.","*SSD-1TB-TLC5ET-TD  2.5"" SATA SSD 1TB TLC, -20°C~+75°C, Transcend.  MPN: Transcend TS1TSSD460K","10/16/2025",10,0,10,800.00,"Storage:SSD-1TB-TLC5ET-TD",800.00,"WH01S-NTA"
"Total SSD-1TB-TLC5ET-TD",,,,,,,,10,0,10,800.00,,800.00,
"SSD-1TB-TLC5WT-TD",,,,,,,,,,,,,,
,"08/14/2025","POD-251157","SO-20251145","Near Earth Autonomy","Neousys Technology Incorp.","*SSD-1TB-TLC5WT-TD  2.5"" SATA SSD 1TB TLCWT, -40°C~+85°C. Industrial computer accessory.","09/03/2025",2,0,2,294.00,"Storage:SSD-1TB-TLC5WT-TD",294.00,"WH01S-NTA"
,"08/21/2025","POD-251191","SO-20251174","Near Earth Autonomy",,"*SSD-1TB-TLC5WT-TD  2.5"" SATA SSD 1TB TLCWT, -40°C~+85°C. Industrial computer accessory.","09/10/2025",4,0,4,588.00,"Storage:SSD-1TB-TLC5WT-TD",588.00,"WH01S-NTA"
"Total SSD-1TB-TLC5WT-TD",,,,,,,,6,0,6,882.00,,882.00,
"SSD-2TB-TLC-IK",,,,,,,,,,,,,,
,"08/06/2025","POD-251122","SO-20251113","Applied Intuition, Inc.","Neousys Technology Incorp.","SSD-2TB-TLC-IK  600-50700027-000  2.5"" SATA SSD 2TB TLC 0°C~+70°C.  MPN: Innodisk DGS25-02TM71EC...","10/08/2025",10,0,10,5980.00,"Storage:SSD-2TB-TLC-IK",5980.00,"WH01S-NTA"
,"08/06/2025","POD-251123","SO-20251113","Applied Intuition, Inc.","Neousys Technology Incorp.","SSD-2TB-TLC-IK  600-50700027-000  2.5"" SATA SSD 2TB TLC 0°C~+70°C.  MPN: Innodisk DGS25-02TM71EC...","10/15/2025",15,0,15,8970.00,"Storage:SSD-2TB-TLC-IK",8970.00,"WH01S-NTA"
"Total SSD-2TB-TLC-IK",,,,,,,,25,0,25,14950.00,,14950.00,
"SSD-2TB-TLC5WT-TD",,,,,,,,,,,,,,
,"08/28/2025","POD-251229","SO-20251228","Neousys Technology Incorp.","Neousys Technology Incorp.","*SSD-2TB-TLC5WT-TD  2.5"" SATA SSD 2TB TLCWT, -40°C~+85°C, Transcend.  MPN: Transcend TS2TSSD470K...","09/12/2025",3,0,3,774.00,"Storage:SSD-2TB-TLC5WT-TD",774.00,"WH02D-NTA"
,"09/01/2025","POD-251251","SO-20251236","US Army Corps of Engineers, ERDC-IEI","Neousys Technology Incorp.","*SSD-2TB-TLC5WT-TD  2.5"" SATA SSD 2TB TLCWT, -40°C~+85°C. Industrial computer accessory.","09/17/2025",2,0,2,516.00,"Storage:SSD-2TB-TLC5WT-TD",516.00,"WH01S-NTA"
,"09/04/2025","POD-251261","SO-20251248","Carnegie Robotics LLC","Neousys Technology Incorp.","*SSD-2TB-TLC5WT-TD  2.5"" SATA SSD 2TB TLCWT, -40°C~+85°C, Transcend.  MPN: Transcend TS2TSSD470K...","10/08/2025",6,0,6,1548.00,"Storage:SSD-2TB-TLC5WT-TD",1548.00,"WH01S-NTA"
"Total SSD-2TB-TLC5WT-TD",,,,,,,,11,0,11,2838.00,,2838.00,
"SSD-512GB-TLC5-PN",,,,,,,,,,,,,,
,"09/23/2025","POD-251360","SO-20251341","Neousys Technology Incorp.","Neousys Technology Incorp.","SSD-512GB-TLC5-PN  2.5"" TLC 512GB SSD, 0 ~ 70°C, Phison.  MPN: Phison SSBP512GKB5C0-S11","10/01/2025",1,0,1,59.00,"Storage:SSD-512GB-TLC5-PN",59.00,"WH01S-NTA"
"Total SSD-512GB-TLC5-PN",,,,,,,,1,0,1,59.00,,59.00,
"SSD-512GB-TLC5WT-TD",,,,,,,,,,,,,,
,"09/12/2025","POD-251308","SO-20251259","Candela Technologies Inc.","Neousys Technology Incorp.","*SSD-512GB-TLC5WT-TD  2.5"" SATA SSD 512GB TLCWT, -40°C~+85°C,Transcend.  MPN: Transcend TS512GSS...","10/01/2025",2,0,2,172.00,"Storage:SSD-512GB-TLC5WT-TD",172.00,"WH01S-NTA"
"Total SSD-512GB-TLC5WT-TD",,,,,,,,2,0,2,172.00,,172.00,
"Total Storage",,,,,,,,458,6,452,80607.00,,80217.00,
"Windows OS",,,,,,,,,,,,,,
"Win10IoT19-Entry",,,,,,,,,,,,,,
,"07/25/2025","POD-251059","SO-20251032","Automated Environments","Neousys Technology Incorp.","Win10IoT19-Entry  Win10 IoT Ent 2019 LTSC MultiLang ESD OEI Entry for CPU: Intel Atom, Celeron s...","10/22/2025",25,0,25,1025.00,"Windows OS:Win10IoT19-Entry",1025.00,"WH01S-NTA"
,"07/25/2025","POD-251060",,"Automated Environments","Neousys Technology Incorp.","Win10IoT19-Entry  Win10 IoT Ent 2019 LTSC MultiLang ESD OEI Entry for CPU: Intel Atom, Celeron s...","11/19/2025",25,0,25,1025.00,"Windows OS:Win10IoT19-Entry",1025.00,"WH01S-NTA"
"Total Win10IoT19-Entry",,,,,,,,50,0,50,2050.00,,2050.00,
"Win10IoT21-Entry",,,,,,,,,,,,,,
,"09/30/2025","POD-251390","A250300","Kontron America, Inc.","Kontron America, Inc.","Win10IoT21-Entry  Win 10 IoT Ent 2021 LTSC Entry for CPU: Intel Atom, Celeron small Core (N3160,...","10/09/2025",5,0,5,190.00,"Windows OS:Win10IoT21-Entry",190.00,"WH01S-NTA"
,"09/30/2025","POD-251391","A250301","Kontron America, Inc.","Kontron America, Inc.","Win10IoT21-Entry  Win 10 IoT Ent 2021 LTSC Entry for CPU: Intel Atom, Celeron small Core (N3160,...","10/09/2025",5,0,5,190.00,"Windows OS:Win10IoT21-Entry",190.00,"WH01S-NTA"
"Total Win10IoT21-Entry",,,,,,,,10,0,10,380.00,,380.00,
"Win10Pro-ENG64",,,,,,,,,,,,,,
,"09/11/2025","POD-251301","SO-20251281","Neousys Technology Incorp.","Neousys Technology Incorp.","Win10Pro-ENG64  WIN PRO 10 64BIT ENGLISH 1PK CD","09/24/2025",7,6,1,1246.00,"Windows OS:Win10Pro-ENG64",178.00,"WH01S-NTA"
,"09/12/2025","POD-251305","SO-20251295","Neousys Technology Incorp.","Neousys Technology Incorp.","Win10Pro-ENG64  WIN PRO 10 64BIT ENGLISH 1PK CD","10/01/2025",1,0,1,178.00,"Windows OS:Win10Pro-ENG64",178.00,"WH01S-NTA"
"Total Win10Pro-ENG64",,,,,,,,8,6,2,1424.00,,356.00,
"Win11IoT24-Entry",,,,,,,,,,,,,,
,"09/17/2025","POD-251333","SO-20251311","The Alliance","Neousys Technology Incorp.","Win11IoT24-Entry  Win 11 IoT Ent 2024 LTSC Entry.","10/01/2025",10,0,10,410.00,"Windows OS:Win11IoT24-Entry",410.00,"WH01S-NTA"
"Total Win11IoT24-Entry",,,,,,,,10,0,10,410.00,,410.00,
"Total Windows OS",,,,,,,,78,6,72,4264.00,,3196.00,
"Total Inventory",,,,,,,,5152,27,5125,1353124.32,,1351306.32,
"Service",,,,,,,,,,,,,,
"Forwarding Charge",,,,,,,,,,,,,,
,"09/09/2025","POD-251293","SO-20251285","Sim Sports Corporation","Neousys Technology Incorp.","Forwarding charge, Import Tax is excluded  * Ship to St. Georges, Quebec G5Y 8J8, Canada","09/26/2025",1,0,1,0.00,"Forwarding Charge",0.00,
,"09/09/2025","POD-251293","SO-20251285","Sim Sports Corporation","Neousys Technology Incorp.","Forwarding charge, Import Tax is excluded","09/26/2025",2,0,2,0.00,"Forwarding Charge",0.00,
"Total Forwarding Charge",,,,,,,,3,0,3,0.00,,0.00,
"Services",,,,,,,,,,,,,,
"Engineer Service- COS",,,,,,,,,,,,,,
,"04/21/2025","POD-250574","SO-20250572","Neousys Technology Incorp.","Neousys Technology Incorp."," Certification charges for Nuvo-9000 series with MezIO-AE304 automotive ethernet MezIO, includes...","09/09/2025",1,0,1,14000.00,"Services:Engineer Service- COS",14000.00,
,"04/21/2025","POD-250575","SO-20250573","Neousys Technology Incorp.","Neousys Technology Incorp.","Certification charges for POC-410 series with MezIO-AE302 automotive ethernet MezIO, includes: ·...","09/09/2025",1,0,1,11000.00,"Services:Engineer Service- COS",11000.00,
,"08/28/2025","POD-251228","SO-20251228","Neousys Technology Incorp.","Neousys Technology Incorp.","Engineer service for NRE, installation, integration, customizations, certification, etc. provide...","09/12/2025",1,0,1,51350.00,"Services:Engineer Service- COS",51350.00,
,"09/04/2025","POD-251262","SO-20251258","Candela Technologies Inc.","Neousys Technology Incorp.","Engineer service for NRE, installation, integration, customizations, certification, etc. provide...","09/19/2025",1,0,1,1580.00,"Services:Engineer Service- COS",1580.00,
"Total Engineer Service- COS",,,,,,,,4,0,4,77930.00,,77930.00,
"RMA Services",,,,,,,,,,,,,,
,"10/01/2025","POD-251400","SO-20251388","Cognex Corporation","Neousys Technology Incorp.","RMA services including inspection, repair or replace failure component(s), testing.","10/03/2025",9,0,9,360.00,"Services:RMA Services",360.00,
,"10/01/2025","POD-251401","SO-20251389","Cognex Corporation","Neousys Technology Incorp.","RMA services including inspection, repair or replace failure component(s), testing.","10/03/2025",2,0,2,80.00,"Services:RMA Services",80.00,
"Total RMA Services",,,,,,,,11,0,11,440.00,,440.00,
"Total Services",,,,,,,,15,0,15,78370.00,,78370.00,
"Total Service",,,,,,,,18,0,18,78370.00,,78370.00,
"TOTAL",,,,,,,,5170,27,5143,1431494.32,,1429676.32,
